Sample name;24-DNF7868Y5601
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-04 02:24:52Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.30244376277750934
2;1000.5;0.3024718240415384
3;1001;0.30248331286850855
4;1001.5;0.30248441788305974
5;1002;0.3024798023800147
6;1002.5;0.3024741294541961
7;1003;0.30247206240042634
8;1003.5;0.3024782645135282
9;1004;0.3024973988883242
10;1004.5;0.302534128719637
11;1005;0.30259311740228906
12;1005.5;0.3026779400153637
13;1006;0.3027829844343395
14;1006.5;0.3029029154440245
15;1007;0.30303322989655934
16;1007.5;0.303169424944085
17;1008;0.3033069976387422
18;1008.5;0.30344144483267177
19;1009;0.30356826377801466
20;1009.5;0.3036829515269116
21;1010;0.3037810049218921
22;1010.5;0.3038615099601595
23;1011;0.30393589218106454
24;1011.5;0.30400578996069194
25;1012;0.3040716088751264
26;1012.5;0.3041337545004528
27;1013;0.30419263231275595
28;1013.5;0.30424864778812044
29;1014;0.304302206502631
30;1014.5;0.3043537140323725
31;1015;0.30440390399867
32;1015.5;0.30446229277547765
33;1016;0.30452417193729026
34;1016.5;0.30458704693144945
35;1017;0.304648866505297
36;1017.5;0.30470757930617437
37;1018;0.3047611340814232
38;1018.5;0.3048074794783851
39;1019;0.30484456424440176
40;1019.5;0.30487033702681476
41;1020;0.3048842784811951
42;1020.5;0.3049041861923262
43;1021;0.30493200157965905
44;1021.5;0.3049664468000667
45;1022;0.305006298910422
46;1022.5;0.3050503348675982
47;1023;0.3050973318284681
48;1023.5;0.305146066949905
49;1024;0.3051953170887815
50;1024.5;0.30524385950197097
51;1025;0.30528976345586345
52;1025.5;0.305334332503323
53;1026;0.30538289936370455
54;1026.5;0.3054340840748996
55;1027;0.30548650697479984
56;1027.5;0.30553878800129664
57;1028;0.3055895473922818
58;1028.5;0.30563740518564664
59;1029;0.3056809816192828
60;1029.5;0.3057188967310819
61;1030;0.3057567424112321
62;1030.5;0.30581799888244526
63;1031;0.3058990957854643
64;1031.5;0.30599463449473224
65;1032;0.306099216684692
66;1032.5;0.30620744392978655
67;1033;0.306313917804459
68;1033.5;0.3064132399831523
69;1034;0.3065000118403094
70;1034.5;0.30656883505037325
71;1035;0.3066243014619994
72;1035.5;0.30668400542138025
73;1036;0.30674445747157086
74;1036.5;0.30680358317923784
75;1037;0.3068593077110475
76;1037.5;0.30690955663366654
77;1038;0.30695225521376146
78;1038.5;0.30698532901799874
79;1039;0.3070067033130449
80;1039.5;0.3070143036655665
81;1040;0.30700889147340255
82;1040.5;0.3069975510964721
83;1041;0.30698216668257483
84;1041.5;0.3069636432416577
85;1042;0.3069428855836677
86;1042.5;0.30692079871855177
87;1043;0.30689828725625684
88;1043.5;0.30687625630672993
89;1044;0.30685561067991796
90;1044.5;0.306837255285768
91;1045;0.30681425219645053
92;1045.5;0.30678903921945067
93;1046;0.3067659123880582
94;1046.5;0.30674628791874686
95;1047;0.30673158182799043
96;1047.5;0.3067232102322626
97;1048;0.3067225891480371
98;1048.5;0.3067311346917876
99;1049;0.3067502630799878
100;1049.5;0.30678136206637924
101;1050;0.30681632636388667
102;1050.5;0.30685745239392576
103;1051;0.30690487912214975
104;1051.5;0.30695643241421194
105;1052;0.3070099383357655
