Sample name;1955-DVF4448S3501
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-27 05:48:07Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.3331357534336344
2;1000.5;0.3331257605080164
3;1001;0.3330925450479699
4;1001.5;0.33304496902200875
5;1002;0.3329895636988303
6;1002.5;0.3329328601471317
7;1003;0.3328813896356104
8;1003.5;0.33284168343296366
9;1004;0.33282027260788877
10;1004.5;0.33282368832908305
11;1005;0.3328584619652437
12;1005.5;0.33292742165241257
13;1006;0.33302086255183816
14;1006.5;0.33313284722913783
15;1007;0.3332583471555577
16;1007.5;0.3333923341023438
17;1008;0.33352977974074244
18;1008.5;0.3336656555419997
19;1009;0.3337949333773615
20;1009.5;0.33391258491807424
21;1010;0.33401358230736033
22;1010.5;0.33410056387269205
23;1011;0.334187419678761
24;1011.5;0.33427394873773075
25;1012;0.33435871726176525
26;1012.5;0.3344402914630281
27;1013;0.3345172374536832
28;1013.5;0.3345881213458943
29;1014;0.334651509351825
30;1014.5;0.33470596768363914
31;1015;0.33475032467751686
32;1015.5;0.3347904735884348
33;1016;0.33482262489949655
34;1016.5;0.33484731144700036
35;1017;0.33486550936724463
36;1017.5;0.3348781946965276
37;1018;0.3348863435711475
38;1018.5;0.33489093202740267
39;1019;0.33489293620159155
40;1019.5;0.3348933321300122
41;1020;0.3348937773535533
42;1020.5;0.3349024440824562
43;1021;0.3349179674593473
44;1021.5;0.3349393611227575
45;1022;0.33496569361121736
46;1022.5;0.33499603336325745
47;1023;0.3350294490174086
48;1023.5;0.3350650092122014
49;1024;0.33510178228616655
50;1024.5;0.3351388369778347
51;1025;0.33517455574919347
52;1025.5;0.33521052911171284
53;1026;0.335251993367926
54;1026.5;0.33529742181568256
55;1027;0.3353452880528322
56;1027.5;0.33539406527722454
57;1028;0.33544222698670917
58;1028.5;0.33548824647913583
59;1029;0.335530597252354
60;1029.5;0.33556775260421356
61;1030;0.33560290449507607
62;1030.5;0.3356512900023899
63;1031;0.3357110853861934
64;1031.5;0.3357797490272661
65;1032;0.33585473960638756
66;1032.5;0.33593351570433744
67;1033;0.33601353590189525
68;1033.5;0.33609225887984046
69;1034;0.3361671430189528
70;1034.5;0.3362356470000118
71;1035;0.33630362404555747
72;1035.5;0.3363846584323117
73;1036;0.3364727177704185
74;1036.5;0.3365633525015458
75;1037;0.3366521126673615
76;1037.5;0.3367345487095337
77;1038;0.33680621076973016
78;1038.5;0.33686264928961895
79;1039;0.336899414410868
80;1039.5;0.33691205657514534
81;1040;0.3368974418609406
82;1040.5;0.3368610571235188
83;1041;0.3368085323576798
84;1041.5;0.33674459900481896
85;1042;0.3366739883063315
86;1042.5;0.3366014317036128
87;1043;0.3365316602380581
88;1043.5;0.33646940545106274
89;1044;0.3364193985840219
90;1044.5;0.33638637097833113
91;1045;0.33636493991955624
92;1045.5;0.3363541590573375
93;1046;0.336355106166282
94;1046.5;0.33636598236849
95;1047;0.3363849885860619
96;1047.5;0.33641032584109803
97;1048;0.33644019505569867
98;1048.5;0.336472797251964
99;1049;0.33650633355199455
100;1049.5;0.33653899539455223
101;1050;0.3365672620434654
102;1050.5;0.33659931449939107
103;1051;0.336636029854515
104;1051.5;0.336675972101023
105;1052;0.3367177054311008
