Sample name;1449-DVF4436A3501
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-23 08:28:09Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.3085712866815554
2;1000.5;0.3085614064824297
3;1001;0.3085300461424353
4;1001.5;0.3084852746541909
5;1002;0.30843311915159505
6;1002.5;0.30837960656854635
7;1003;0.3083307640389433
8;1003.5;0.3082926186966845
9;1004;0.3082711974756686
10;1004.5;0.3082725274097941
11;1005;0.30830263573295963
12;1005.5;0.30836535604789794
13;1006;0.3084533188256131
14;1006.5;0.3085604536619017
15;1007;0.3086815505287988
16;1007.5;0.30881139969833954
17;1008;0.30894479134255937
18;1008.5;0.30907651543349335
19;1009;0.3092013623431768
20;1009.5;0.30931412224364496
21;1010;0.3094095855314915
22;1010.5;0.30948885023758954
23;1011;0.30956513450728346
24;1011.5;0.3096392431423733
25;1012;0.3097107481446594
26;1012.5;0.3097792215159417
27;1013;0.3098442351580205
28;1013.5;0.30990536097269594
29;1014;0.30996217096176804
30;1014.5;0.310014237127037
31;1015;0.31006146785775124
32;1015.5;0.31011329689463896
33;1016;0.310165868276991
34;1016.5;0.3102175363987427
35;1017;0.31026709895382903
36;1017.5;0.3103133535361849
37;1018;0.3103550978397454
38;1018.5;0.31039112945844566
39;1019;0.31042024608622076
40;1019.5;0.3104412453170055
41;1020;0.3104539067171259
42;1020.5;0.3104693439122891
43;1021;0.31048831410279265
44;1021.5;0.3105108537113412
45;1022;0.31053705406063964
46;1022.5;0.3105670063733926
47;1023;0.31060080207230467
48;1023.5;0.31063853258008073
49;1024;0.31068028901942546
50;1024.5;0.3107261629130436
51;1025;0.31077495086741697
52;1025.5;0.3108246109570925
53;1026;0.3108795116310543
54;1026.5;0.31093802407141813
55;1027;0.3109985197602999
56;1027.5;0.3110593697798153
57;1028;0.3111189455120802
58;1028.5;0.3111756181392106
59;1029;0.3112277590433219
60;1029.5;0.3112737394065302
61;1030;0.31131682608509953
62;1030.5;0.31137275495051764
63;1031;0.3114393709316615
64;1031.5;0.31151371160379776
65;1032;0.3115928148421925
66;1032.5;0.3116737184221122
67;1033;0.31175346011882327
68;1033.5;0.31182907780759184
69;1034;0.3118976090636844
70;1034.5;0.31195609176236727
71;1035;0.31200961502645574
72;1035.5;0.3120715536447304
73;1036;0.31213766303174634
74;1036.5;0.31220536128245463
75;1037;0.3122720660918067
76;1037.5;0.3123351955547535
77;1038;0.3123921674662464
78;1038.5;0.3124403999212365
79;1039;0.3124773107146752
80;1039.5;0.31250031794151356
81;1040;0.3125086748043425
82;1040.5;0.31250787118104406
83;1041;0.3125004942059083
84;1041.5;0.31248819297998615
85;1042;0.31247261640432883
86;1042.5;0.31245541357998735
87;1043;0.31243823320801273
88;1043.5;0.3124227244894562
89;1044;0.3124105363253686
90;1044.5;0.31240331771680113
91;1045;0.31239264429122005
92;1045.5;0.31237859826061476
93;1046;0.3123655730269109
94;1046.5;0.3123550877596892
95;1047;0.3123486614285299
96;1047.5;0.31234781310301374
97;1048;0.3123540617527211
98;1048.5;0.3123689264472328
99;1049;0.31239392635612906
100;1049.5;0.3124305532133303
101;1050;0.3124711260254797
102;1050.5;0.31251805834495083
103;1051;0.3125712400708188
104;1051.5;0.31262824800215894
