Sample name;54-DYF4436A3101
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-26 08:08:40Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.3683939968109371
2;1000.5;0.3683788304873039
3;1001;0.36833866065140514
4;1001.5;0.36828309324610903
5;1002;0.3682188869318997
6;1002.5;0.3681528001692611
7;1003;0.36809159161867727
8;1003.5;0.3680420199406322
9;1004;0.3680108435956098
10;1004.5;0.3680048211440943
11;1005;0.36803071134656956
12;1005.5;0.3680934813264248
13;1006;0.3681861733284356
14;1006.5;0.368301661064991
15;1007;0.3684336582447331
16;1007.5;0.36857587887630455
17;1008;0.36872203686834737
18;1008.5;0.3688658459295041
19;1009;0.36900102016841696
20;1009.5;0.3691212734937285
21;1010;0.3692203203166414
22;1010.5;0.36930018885273436
23;1011;0.36937592231072947
24;1011.5;0.3694487213018065
25;1012;0.3695185536371451
26;1012.5;0.36958538712792477
27;1013;0.369649189485325
28;1013.5;0.3697099284205255
29;1014;0.36976757174470587
30;1014.5;0.3698220872690454
31;1015;0.3698736689009354
32;1015.5;0.3699274810502894
33;1016;0.3699781656439881
34;1016.5;0.3700252599778793
35;1017;0.3700687446478109
36;1017.5;0.37010860014963065
37;1018;0.37014480707918634
38;1018.5;0.370177345932326
39;1019;0.37020619730489723
40;1019.5;0.370231341692748
41;1020;0.3702536093935406
42;1020.5;0.3702827822201182
43;1021;0.3703180750282688
44;1021.5;0.37035839605133875
45;1022;0.3704027084226745
46;1022.5;0.37044997517562245
47;1023;0.3704991595435292
48;1023.5;0.37054922475974095
49;1024;0.37059913375760445
50;1024.5;0.37064784987046595
51;1025;0.37069302195930787
52;1025.5;0.3707322698806671
53;1026;0.37077128084506034
54;1026.5;0.3708098960909978
55;1027;0.37084795715698937
56;1027.5;0.37088530518154517
57;1028;0.37092178160317524
58;1028.5;0.37095722766038974
59;1029;0.3709914847916985
60;1029.5;0.3710243942356117
61;1030;0.3710600111595732
62;1030.5;0.3711118511999398
63;1031;0.37117696186137944
64;1031.5;0.37125184013580614
65;1032;0.3713329833151336
66;1032.5;0.3714168885912758
67;1033;0.37150005315614665
68;1033.5;0.37157897430166
69;1034;0.3716501490197296
70;1034.5;0.3717100746022694
71;1035;0.3717634109169256
72;1035.5;0.37182366617193424
73;1036;0.3718868209021339
74;1036.5;0.37195051166300785
75;1037;0.37201237461003955
76;1037.5;0.37207004629871254
77;1038;0.37212116298451015
78;1038.5;0.3721633612229159
79;1039;0.37219427726941307
80;1039.5;0.3722115476794853
81;1040;0.3722158566157282
82;1040.5;0.3722145116055465
83;1041;0.3722093490460071
84;1041.5;0.37220121960511443
85;1042;0.3721909737508728
86;1042.5;0.3721794621512867
87;1043;0.3721675350743604
88;1043.5;0.37215604328809837
89;1044;0.37214583726050493
90;1044.5;0.3721377675595845
91;1045;0.37212674105507837
92;1045.5;0.372116761079038
93;1046;0.3721110144390439
94;1046.5;0.37210980273703764
95;1047;0.3721134273749616
96;1047.5;0.37212218985475753
97;1048;0.3721363915783676
98;1048.5;0.3721563340477336
99;1049;0.3721823188647976
100;1049.5;0.37221462457842414
101;1050;0.37224637502223834
102;1050.5;0.3722818186948863
103;1051;0.3723216421911699
104;1051.5;0.3723642190058915
105;1052;0.3724079228338528
