Sample name;184-DNF7868H3601
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-13 02:21:35Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.2968609953449809
2;1000.5;0.2968818136674663
3;1001;0.29688619774058955
4;1001.5;0.2968804781998531
5;1002;0.29686955290283773
6;1002.5;0.2968583195071242
7;1003;0.2968516758702934
8;1003.5;0.2968545198499258
9;1004;0.2968717491036025
10;1004.5;0.2969082613889041
11;1005;0.2969689546634114
12;1005.5;0.297056807476441
13;1006;0.2971649251772581
14;1006.5;0.29728808365344017
15;1007;0.29742191789690536
16;1007.5;0.2975620631995718
17;1008;0.29770415475335776
18;1008.5;0.29784382755018146
19;1009;0.2979767169819609
20;1009.5;0.29809845824061443
21;1010;0.29820468640305986
22;1010.5;0.2982950913833756
23;1011;0.2983811607035546
24;1011.5;0.2984639020337386
25;1012;0.29854309024406944
26;1012.5;0.2986185002046889
27;1013;0.29868990668573875
28;1013.5;0.2987570844573608
29;1014;0.2988198083896968
30;1014.5;0.2988778533528886
31;1015;0.29893120013509406
32;1015.5;0.29898414125897543
33;1016;0.29903145486136484
34;1016.5;0.299073393193802
35;1017;0.29911065180782626
36;1017.5;0.29914392615497715
37;1018;0.2991739117867943
38;1018.5;0.29920130415481727
39;1019;0.2992267988105855
40;1019.5;0.29925109120563853
41;1020;0.2992754482534861
42;1020.5;0.29930643072316876
43;1021;0.2993425457721996
44;1021.5;0.29938322548225466
45;1022;0.2994279568350101
46;1022.5;0.29947622671214214
47;1023;0.299527522195327
48;1023.5;0.29958133036624074
49;1024;0.29963713800655944
50;1024.5;0.29969443229795945
51;1025;0.2997516193814751
52;1025.5;0.2998078580352256
53;1026;0.29986802834700915
54;1026.5;0.2999307668737548
55;1027;0.29999471047239124
56;1027.5;0.3000584955998472
57;1028;0.30012075901305174
58;1028.5;0.3001801372689335
59;1029;0.3002352671244213
60;1029.5;0.30028478513644397
61;1030;0.30033199627391083
62;1030.5;0.3003917169688221
63;1031;0.30046140550031886
64;1031.5;0.30053780130578006
65;1032;0.30061764412258446
66;1032.5;0.3006976735881114
67;1033;0.30077462933973953
68;1033.5;0.30084525111484817
69;1034;0.30090627835081596
70;1034.5;0.30095445078502214
71;1035;0.3009937109482495
72;1035.5;0.3010355718274439
73;1036;0.3010767861898696
74;1036.5;0.3011159127955879
75;1037;0.30115151000466034
76;1037.5;0.3011821365771482
77;1038;0.30120635097311316
78;1038.5;0.3012227119526165
79;1039;0.30122977797571965
80;1039.5;0.30122610780248416
81;1040;0.30121132731535705
82;1040.5;0.30118977478645037
83;1041;0.3011635363658582
84;1041.5;0.3011337808243134
85;1042;0.3011016767325489
86;1042.5;0.3010683928612977
87;1043;0.3010350975812928
88;1043.5;0.3010029597632671
89;1044;0.3009731479779535
90;1044.5;0.3009468308960851
91;1045;0.3009146911338363
92;1045.5;0.3008768894625911
93;1046;0.3008390029447215
94;1046.5;0.300803736147855
95;1047;0.3007737934396192
96;1047.5;0.3007518792876416
97;1048;0.3007406980595498
98;1048.5;0.30074295422297126
99;1049;0.30076135234553364
100;1049.5;0.30079855760046587
101;1050;0.3008433409013781
102;1050.5;0.3008945785638738
103;1051;0.30095208838860354
104;1051.5;0.30101337507621834
105;1052;0.3010759435273688
