Sample name;54-DWF4436H310R
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-08 07:08:18Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.36935549057502587
2;1000.5;0.369379171488421
3;1001;0.36938384053795026
4;1001.5;0.36937686849477835
5;1002;0.3693631767827563
6;1002.5;0.36934768662573525
7;1003;0.36933531944756615
8;1003.5;0.3693309966721003
9;1004;0.3693396395231887
10;1004.5;0.36936616932468247
11;1005;0.36941550760043285
12;1005.5;0.36949172231826194
13;1006;0.36958961995580364
14;1006.5;0.36970368832959744
15;1007;0.36982923782837307
16;1007.5;0.3699615791408607
17;1008;0.37009602285579024
18;1008.5;0.37022787936189155
19;1009;0.37035245944789486
20;1009.5;0.37046507370253
21;1010;0.37056103340392077
22;1010.5;0.37064459598003047
23;1011;0.370730843454327
24;1011.5;0.3708193743839411
25;1012;0.3709085545260032
26;1012.5;0.37099674963764384
27;1013;0.3710823253759935
28;1013.5;0.3711636473981827
29;1014;0.3712390814613421
30;1014.5;0.371306993322602
31;1015;0.37136607554950835
32;1015.5;0.3714246749208076
33;1016;0.3714795962864625
34;1016.5;0.37153035088935554
35;1017;0.3715768932723692
36;1017.5;0.37161917787838583
37;1018;0.371657159250288
38;1018.5;0.3716907918309582
39;1019;0.3717200301632789
40;1019.5;0.37174482869013276
41;1020;0.37176545887198836
42;1020.5;0.3717850110975292
43;1021;0.3718027086793928
44;1021.5;0.37182005526558026
45;1022;0.37183860940409286
46;1022.5;0.37185992954293157
47;1023;0.3718855743300976
48;1023.5;0.371917102413592
49;1024;0.371956072141416
50;1024.5;0.3720040422615708
51;1025;0.3720609632130455
52;1025.5;0.37212333983914453
53;1026;0.37219463719566176
54;1026.5;0.37227264677177363
55;1027;0.37235516035665706
56;1027.5;0.3724399693394885
57;1028;0.3725248654094447
58;1028.5;0.37260764005570224
59;1029;0.3726860849674378
60;1029.5;0.3727579916338281
61;1030;0.37282349815673826
62;1030.5;0.3728885568782364
63;1031;0.3729524736493667
64;1031.5;0.37301500033825985
65;1032;0.3730758891130468
66;1032.5;0.3731348920418583
67;1033;0.3731917611928251
68;1033.5;0.3732462487340781
69;1034;0.37329810653374806
70;1034.5;0.37334708675996586
71;1035;0.37339752464671666
72;1035.5;0.3734549292220342
73;1036;0.3735147066171264
74;1036.5;0.373574402958171
75;1037;0.37363156397134556
76;1037.5;0.37368373578282793
77;1038;0.3737284642187958
78;1038.5;0.37376329540542674
79;1039;0.3737857751688984
80;1039.5;0.3737934496353888
81;1040;0.3737856268584766
82;1040.5;0.3737679557593173
83;1041;0.3737434348379025
84;1041.5;0.37371412839225215
85;1042;0.3736821005203859
86;1042.5;0.3736494155203238
87;1043;0.37361813729008575
88;1043.5;0.3735903302276916
89;1044;0.3735680584311612
90;1044.5;0.37355338609851446
91;1045;0.3735413537241946
92;1045.5;0.37353452236328627
93;1046;0.37353515993164854
94;1046.5;0.37354265112494467
95;1047;0.373556380438838
96;1047.5;0.3735757324689918
97;1048;0.37360009171106934
98;1048.5;0.37362884276073394
99;1049;0.37366137031364893
100;1049.5;0.3736970484721383
101;1050;0.37373279539362425
102;1050.5;0.37377584975843153
103;1051;0.37382610044231146
104;1051.5;0.37388112322101524
105;1052;0.37393849407029384
