Sample name;1719-DVF4436C3101
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-25 06:29:00Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.3208522457526809
2;1000.5;0.320869506784231
3;1001;0.3208686584492281
4;1001.5;0.3208564310534409
5;1002;0.3208374263805292
6;1002.5;0.32081624601415226
7;1003;0.32079749173796956
8;1003.5;0.32078576533564085
9;1004;0.32078566839082534
10;1004.5;0.3208018025871827
11;1005;0.32083876980837245
12;1005.5;0.3208991016578384
13;1006;0.3209761878279518
14;1006.5;0.3210659861676449
15;1007;0.3211653244701517
16;1007.5;0.32127103082870606
17;1008;0.32137993323654185
18;1008.5;0.32148885948689293
19;1009;0.32159463777299296
20;1009.5;0.3216940960880762
21;1010;0.3217840633903249
22;1010.5;0.32187134357360103
23;1011;0.32197070954981555
24;1011.5;0.3220791220709154
25;1012;0.32219230908884733
26;1012.5;0.32230599855555825
27;1013;0.32241591832299504
28;1013.5;0.3225177962431046
29;1014;0.3226073602678338
30;1014.5;0.3226803383491295
31;1015;0.32273275903368537
32;1015.5;0.3227705870053187
33;1016;0.32279282572058693
34;1016.5;0.3228025073597082
35;1017;0.3228031074029006
36;1017.5;0.3227981012303821
37;1018;0.32279096432237087
38;1018.5;0.32278517205908475
39;1019;0.32278419992074214
40;1019.5;0.3227915232875608
41;1020;0.3228110050305951
42;1020.5;0.32284797178711966
43;1021;0.32289828638376966
44;1021.5;0.3229591772588854
45;1022;0.32302792775080713
46;1022.5;0.3231018210978754
47;1023;0.3231781407384304
48;1023.5;0.3232541701108124
49;1024;0.32332719235336194
50;1024.5;0.32339449100441914
51;1025;0.3234522309605153
52;1025.5;0.32349863485973435
53;1026;0.3235404129779019
54;1026.5;0.32357828905992836
55;1027;0.323612987150724
56;1027.5;0.32364523089519903
57;1028;0.323675744238264
58;1028.5;0.32370525092482905
59;1029;0.32373447489980456
60;1029.5;0.3237641399081008
61;1030;0.3237991941025568
62;1030.5;0.3238534954740645
63;1031;0.32392364231066334
64;1031.5;0.3240056403691133
65;1032;0.32409549570617435
66;1032.5;0.3241892142786067
67;1033;0.3242828020431704
68;1033.5;0.3243722650566255
69;1034;0.324453609075732
70;1034.5;0.3245228401572501
71;1035;0.3245847159120978
72;1035.5;0.3246538057998951
73;1036;0.3247256319056707
74;1036.5;0.32479728494868554
75;1037;0.32486585524820066
76;1037.5;0.3249284335234771
77;1038;0.3249821101937759
78;1038.5;0.325023975978358
79;1039;0.3250511212964845
80;1039.5;0.32506063686741643
81;1040;0.3250525016696551
82;1040.5;0.32503402786893454
83;1041;0.3250079744204367
84;1041.5;0.3249761265001287
85;1042;0.32494026908397794
86;1042.5;0.3249021873479516
87;1043;0.3248636660680169
88;1043.5;0.3248264905201413
89;1044;0.32479244568029175
90;1044.5;0.32476331662443575
91;1045;0.3247319123802225
92;1045.5;0.3246996432319167
93;1046;0.3246708324347248
94;1046.5;0.3246469260571071
95;1047;0.3246293699675239
96;1047.5;0.32461961013443574
97;1048;0.32461909242630277
98;1048.5;0.3246292628115855
99;1049;0.3246515673587441
100;1049.5;0.32468742409510876
101;1050;0.32472880929804004
102;1050.5;0.32477768660541695
103;1051;0.32483364730893277
104;1051.5;0.324893969600281
105;1052;0.3249559318711549
