Sample name;870-DVF5548G5101
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-05-13 02:56:35Z

MEAS SPEC;记录光谱 1;Met：PA6采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.30478470687931336
2;1000.5;0.30479238210936777
3;1001;0.30478000467513844
4;1001.5;0.3047553174915618
5;1002;0.3047233027812123
6;1002.5;0.3046889425666639
7;1003;0.3046572190704909
8;1003.5;0.3046331145152673
9;1004;0.3046216109235675
10;1004.5;0.3046276904179655
11;1005;0.30465633532103553
12;1005.5;0.3047105141587255
13;1006;0.3047837039638449
14;1006.5;0.30487155677900113
15;1007;0.30497059000743804
16;1007.5;0.3050773213523995
17;1008;0.3051882684171294
18;1008.5;0.3052999486048718
19;1009;0.30540887971887043
20;1009.5;0.30551157936236933
21;1010;0.30560456672448616
22;1010.5;0.30569811282500914
23;1011;0.30580971133287516
24;1011.5;0.30593518253279983
25;1012;0.30606911390949865
26;1012.5;0.3062060929476873
27;1013;0.30634070703208144
28;1013.5;0.30646754354739647
29;1014;0.3065811899783481
30;1014.5;0.3066762338096519
31;1015;0.30674765547821425
32;1015.5;0.30680437300508007
33;1016;0.30684656419146733
34;1016.5;0.3068762810090962
35;1017;0.30689601872968675
36;1017.5;0.3069082725249591
37;1018;0.3069155376666335
38;1018.5;0.3069203093264299
39;1019;0.3069250827760685
40;1019.5;0.3069323531872694
41;1020;0.306944963752598
42;1020.5;0.30696753186799325
43;1021;0.3069973703542429
44;1021.5;0.30703355140751143
45;1022;0.30707520212396344
46;1022.5;0.30712144949976355
47;1023;0.30717142073107623
48;1023.5;0.30722424301406603
49;1024;0.30727904324489747
50;1024.5;0.30733494871973527
51;1025;0.3073903963020169
52;1025.5;0.30744689015553134
53;1026;0.307509410316598
54;1026.5;0.3075761637928919
55;1027;0.30764535789208763
56;1027.5;0.3077151995218602
57;1028;0.30778389588988436
58;1028.5;0.307849654003835
59;1029;0.30791068107138686
60;1029.5;0.3079651841002148
61;1030;0.30801776925907787
62;1030.5;0.3080894517746322
63;1031;0.30817674297667547
64;1031.5;0.30827460853047145
65;1032;0.30837801440128365
66;1032.5;0.30848192645437567
67;1033;0.30858131055501115
68;1033.5;0.30867113266845364
69;1034;0.3087463584599668
70;1034.5;0.30880195389481424
71;1035;0.3088427594854545
72;1035.5;0.30888655660217224
73;1036;0.3089304681348405
74;1036.5;0.3089730524556239
75;1037;0.3090128675366871
76;1037.5;0.309048471750195
77;1038;0.3090784231683122
78;1038.5;0.30910128016320343
79;1039;0.3091156008070334
80;1039.5;0.30911994347196686
81;1040;0.30911436795664576
82;1040.5;0.3091037730737861
83;1041;0.3090898764786373
84;1041.5;0.30907346127419955
85;1042;0.3090553103634729
86;1042.5;0.3090362068494573
87;1043;0.3090169334351531
88;1043.5;0.30899827332356045
89;1044;0.3089810094176792
90;1044.5;0.30896592472050965
91;1045;0.3089447963289268
92;1045.5;0.3089190756084511
93;1046;0.30889378354754127
94;1046.5;0.3088710646973663
95;1047;0.3088530634090955
96;1047.5;0.30884192413389827
97;1048;0.3088397912229437
98;1048.5;0.308848809127401
99;1049;0.3088711223984394
100;1049.5;0.3089088428481269
101;1050;0.3089527623048348
102;1050.5;0.3090035801558645
103;1051;0.3090609658855176
104;1051.5;0.3091222758780961
105;1052;0.3091848667179016
