Sample name;329-DNF7868H3601-01
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-06-15 06:21:07Z

MEAS SPEC;记录光谱 1;Met：采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.28295991351886685
2;1000.5;0.28305790242287
3;1001;0.2831457532813149
4;1001.5;0.2832226308889343
5;1002;0.2832890692872397
6;1002.5;0.28335171931901454
7;1003;0.28341206428061805
8;1003.5;0.28347073184699045
9;1004;0.2835283496890722
10;1004.5;0.2835855454798035
11;1005;0.28364294689412484
12;1005.5;0.2837011816029763
13;1006;0.28376087728129845
14;1006.5;0.28382266160003145
15;1007;0.28388682968663403
16;1007.5;0.28395306042480917
17;1008;0.28402127525925114
18;1008.5;0.2840911888506462
19;1009;0.2841625158596804
20;1009.5;0.28423497094803973
21;1010;0.2843082687764106
22;1010.5;0.28438212400647883
23;1011;0.2844562512979307
24;1011.5;0.28453036531145226
25;1012;0.2846050725948227
26;1012.5;0.28468629785671135
27;1013;0.2847739658335638
28;1013.5;0.2848660578148509
29;1014;0.2849605550880438
30;1014.5;0.28505543894261337
31;1015;0.28514869066503057
32;1015.5;0.28523829154476643
33;1016;0.2853222228692919
34;1016.5;0.2853984659280779
35;1017;0.28546706008638845
36;1017.5;0.2855320527685025
37;1018;0.28559422568985415
38;1018.5;0.28565387467342446
39;1019;0.28571129554219454
40;1019.5;0.2857667841171455
41;1020;0.2858206362202585
42;1020.5;0.2858731476745145
43;1021;0.2859246143018947
44;1021.5;0.2859753319243802
45;1022;0.2860267571330538
46;1022.5;0.28607872825338876
47;1023;0.28613074897792573
48;1023.5;0.2861826436907289
49;1024;0.28623423677186227
50;1024.5;0.28628535260738996
51;1025;0.2863358155773759
52;1025.5;0.2863854500668844
53;1026;0.2864340804569793
54;1026.5;0.2864815389823615
55;1027;0.2865295743362515
56;1027.5;0.2865791136008189
57;1028;0.2866293559658347
58;1028.5;0.28667948169707025
59;1029;0.2867286710612967
60;1029.5;0.2867761043242852
61;1030;0.286820961753807
62;1030.5;0.28686242361563324
63;1031;0.2868996701765352
64;1031.5;0.28693187458971403
65;1032;0.28695858206581376
66;1032.5;0.28698137170289717
67;1033;0.2870013788731335
68;1033.5;0.28701966419469194
69;1034;0.28703728828474157
70;1034.5;0.28705531175945176
71;1035;0.2870747952349916
72;1035.5;0.28709679932953036
73;1036;0.28712238466023715
74;1036.5;0.28715254589786293
75;1037;0.28718667009296606
76;1037.5;0.2872250939750202
77;1038;0.2872666914124726
78;1038.5;0.2873101858407706
79;1039;0.2873543006953615
80;1039.5;0.28739775941069257
81;1040;0.2874392854222111
82;1040.5;0.28747760216536433
83;1041;0.2875114330745996
84;1041.5;0.28753949509100957
85;1042;0.28756080235283127
86;1042.5;0.2875760033946109
87;1043;0.2875868599508766
88;1043.5;0.2875951658181564
89;1044;0.28760271479097815
90;1044.5;0.28761130066486984
91;1045;0.28762271723435945
92;1045.5;0.287638758295975
93;1046;0.28766121764424446
94;1046.5;0.28769257676468507
95;1047;0.28774081865733653
96;1047.5;0.2878041718246783
97;1048;0.28787854525775175
98;1048.5;0.28795986941459784
99;1049;0.288044074754258
100;1049.5;0.28812709173377316
101;1050;0.28820485081318475
102;1050.5;0.2882732824505339
103;1051;0.2883283171028618
104;1051.5;0.2883667674379454
105;1052;0.2883942391167784
