Sample name;2194-DFV3336S3801+03
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-06-15 02:57:18Z

MEAS SPEC;记录光谱 1;Met：采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.2341132035133598
2;1000.5;0.2342082451063338
3;1001;0.23430312538985626
4;1001.5;0.2343992527763415
5;1002;0.23449825423781556
6;1002.5;0.23460129542036645
7;1003;0.23470688141540447
8;1003.5;0.23481334513722127
9;1004;0.23491901949610877
10;1004.5;0.23502223740435868
11;1005;0.23512133177626277
12;1005.5;0.23521463552211289
13;1006;0.23530048155620076
14;1006.5;0.23537720278881819
15;1007;0.2354451886740705
16;1007.5;0.23551095307037198
17;1008;0.2355752246924166
18;1008.5;0.23563793347272471
19;1009;0.23569900934381655
20;1009.5;0.23575838223921236
21;1010;0.23581598209143242
22;1010.5;0.23587173883399695
23;1011;0.23592558239842623
24;1011.5;0.23597744271724047
25;1012;0.23602636225527954
26;1012.5;0.23607535019482856
27;1013;0.2361261218069576
28;1013.5;0.2361786203190835
29;1014;0.23623278895662309
30;1014.5;0.23628857094699307
31;1015;0.2363459095146104
32;1015.5;0.23640474788689175
33;1016;0.23646502928925406
34;1016.5;0.23652669694911405
35;1017;0.23659310100048425
36;1017.5;0.23666932673923974
37;1018;0.23675294448798093
38;1018.5;0.23684099866560215
39;1019;0.23693053369099776
40;1019.5;0.23701859398106198
41;1020;0.23710222395368907
42;1020.5;0.23717846802777337
43;1021;0.23724437062120915
44;1021.5;0.23729697615189074
45;1022;0.2373414292601556
46;1022.5;0.23738429855723595
47;1023;0.23742538386766682
48;1023.5;0.23746480122349656
49;1024;0.2375026666527739
50;1024.5;0.23753909618954708
51;1025;0.23757420586186467
52;1025.5;0.2376081117027753
53;1026;0.23764092974132725
54;1026.5;0.23767277133587328
55;1027;0.23770252952688858
56;1027.5;0.23772982868351927
57;1028;0.23775538210250202
58;1028.5;0.2377798841565737
59;1029;0.2378040292194711
60;1029.5;0.23782851166393107
61;1030;0.23785402586469032
62;1030.5;0.2378812661944857
63;1031;0.23791092702705394
64;1031.5;0.2379436916812323
65;1032;0.23797967275251852
66;1032.5;0.2380189485735873
67;1033;0.23806088809882459
68;1033.5;0.23810478552861641
69;1034;0.23814993506234877
70;1034.5;0.2381956308984075
71;1035;0.23824116723517874
72;1035.5;0.23828583827304833
73;1036;0.23832893821140236
74;1036.5;0.2383697270086386
75;1037;0.23840745420168646
76;1037.5;0.2384438590367996
77;1038;0.23847914554663618
78;1038.5;0.23851336733085446
79;1039;0.23854657798911255
80;1039.5;0.23857883112006878
81;1040;0.23861018032338127
82;1040.5;0.2386406791987084
83;1041;0.2386703813447082
84;1041.5;0.23869938715058492
85;1042;0.2387281004263165
86;1042.5;0.23875609872826828
87;1043;0.23878351196811312
88;1043.5;0.23881050211952387
89;1044;0.23883723115417332
90;1044.5;0.23886386104473445
91;1045;0.23889055376288
92;1045.5;0.23891747128228294
93;1046;0.238944775574616
94;1046.5;0.23897275981662397
95;1047;0.23900291346603217
96;1047.5;0.2390349171731172
97;1048;0.23906836120732794
98;1048.5;0.2391028573051129
99;1049;0.2391380172039211
100;1049.5;0.23917345263920115
101;1050;0.23920877534940174
102;1050.5;0.23924359707097173
103;1051;0.23927752953935974
104;1051.5;0.23931030112135648
