Sample name;2083-DVF5548G5101-01
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-06-14 08:28:35Z

MEAS SPEC;记录光谱 1;Met：采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.26452475050870544
2;1000.5;0.2646351548683636
3;1001;0.2647414203366791
4;1001.5;0.2648442223132076
5;1002;0.2649449502111946
6;1002.5;0.2650471304287227
7;1003;0.2651502112562321
8;1003.5;0.26525315348661127
9;1004;0.26535491790874904
10;1004.5;0.2654544653135338
11;1005;0.2655507564938541
12;1005.5;0.2656427522385986
13;1006;0.2657294133406558
14;1006.5;0.2658097005889144
15;1007;0.2658831901773224
16;1007.5;0.2659524258536444
17;1008;0.2660188370910824
18;1008.5;0.2660834501458197
19;1009;0.26614729127403947
20;1009.5;0.2662113867329249
21;1010;0.26627676277865897
22;1010.5;0.26634444566842513
23;1011;0.2664154616574065
24;1011.5;0.2664908370017861
25;1012;0.2665712431158341
26;1012.5;0.2666602257780764
27;1013;0.26675728784136726
28;1013.5;0.2668600838877668
29;1014;0.2669662684973352
30;1014.5;0.2670734962521328
31;1015;0.2671794217312199
32;1015.5;0.2672816995166566
33;1016;0.26737798418850334
34;1016.5;0.26746593032882016
35;1017;0.26754590375523746
36;1017.5;0.26762267661982
37;1018;0.2676967462693659
38;1018.5;0.26776811127246625
39;1019;0.26783677019771207
40;1019.5;0.2679027216116942
41;1020;0.26796596408200374
42;1020.5;0.2680264961772315
43;1021;0.26808431646496855
44;1021.5;0.2681394235128059
45;1022;0.2681938381885286
46;1022.5;0.2682481684175647
47;1023;0.2683017957292958
48;1023.5;0.2683544217584349
49;1024;0.2684057481356948
50;1024.5;0.2684554764977885
51;1025;0.26850330847542886
52;1025.5;0.26854894570432886
53;1026;0.2685920898162014
54;1026.5;0.26863244317603713
55;1027;0.2686699620986889
56;1027.5;0.26870508579288205
57;1028;0.2687382194471141
58;1028.5;0.2687697493258825
59;1029;0.26880006169468434
60;1029.5;0.2688295428180171
61;1030;0.26885857896237797
62;1030.5;0.2688875563922644
63;1031;0.26891686137317355
64;1031.5;0.2689468998628737
65;1032;0.2689792641684814
66;1032.5;0.26901482541828625
67;1033;0.2690527276987961
68;1033.5;0.26909204034251893
69;1034;0.2691318326809626
70;1034.5;0.26917117404463486
71;1035;0.2692091337640437
72;1035.5;0.2692447811716971
73;1036;0.26927718559910274
74;1036.5;0.26930529260838376
75;1037;0.26932607665636754
76;1037.5;0.2693412982257678
77;1038;0.26935241475684846
78;1038.5;0.2693607332568734
79;1039;0.2693675607331064
80;1039.5;0.26937420419181135
81;1040;0.26938197064025216
82;1040.5;0.2693921670856928
83;1041;0.26940610053439695
84;1041.5;0.26942500662429747
85;1042;0.26944814577046994
86;1042.5;0.26947421256989473
87;1043;0.2695030174495627
88;1043.5;0.26953440289846503
89;1044;0.2695682114035926
90;1044.5;0.2696042854529367
91;1045;0.269642467533488
92;1045.5;0.26968260013423784
93;1046;0.2697245257421771
94;1046.5;0.2697686754727079
95;1047;0.26982110422523675
96;1047.5;0.26988134552938675
97;1048;0.2699472128491531
98;1048.5;0.27001654111553136
99;1049;0.27008716526051685
100;1049.5;0.270156920214105
101;1050;0.2702236409092912
102;1050.5;0.2702851622770709
103;1051;0.27033931924743937
104;1051.5;0.27038487248517845
