Sample name;2186-DVF44336H3101-02
Subsample name;子样品1
Subsample status;Finished
Operating procedure;OP:PA6采谱
Determination start;2026-06-15 02:47:42Z

MEAS SPEC;记录光谱 1;Met：采谱  1
MP list
#;Wavelength / nm;Absorbance / AU
1;1000;0.24886015119748248
2;1000.5;0.24897051268327122
3;1001;0.2490745398782422
4;1001.5;0.24917228357693588
5;1002;0.24926496649377272
6;1002.5;0.2493581942716713
7;1003;0.2494519597490811
8;1003.5;0.24954546286279555
9;1004;0.24963790354560844
10;1004.5;0.24972848173231324
11;1005;0.24981639735970346
12;1005.5;0.24990085036057286
13;1006;0.2499810406717149
14;1006.5;0.25005616822592325
15;1007;0.2501260417282012
16;1007.5;0.2501931020662023
17;1008;0.2502583321779458
18;1008.5;0.25032230003291855
19;1009;0.25038557360060715
20;1009.5;0.2504487208514986
21;1010;0.25051230975507977
22;1010.5;0.2505769082818374
23;1011;0.2506430844002582
24;1011.5;0.2507114060798291
25;1012;0.2507842258378429
26;1012.5;0.2508690196137081
27;1013;0.2509641210122763
28;1013.5;0.251065819673432
29;1014;0.25117040523506
30;1014.5;0.25127416733704516
31;1015;0.25137339561627214
32;1015.5;0.2514643797126258
33;1016;0.2515434092639909
34;1016.5;0.25160677391025216
35;1017;0.25165324370227116
36;1017.5;0.25168809209776627
37;1018;0.2517142398490412
38;1018.5;0.25173412317238375
39;1019;0.25175017828408147
40;1019.5;0.2517648413984221
41;1020;0.25178054873069317
42;1020.5;0.25179973649718246
43;1021;0.2518248409131775
44;1021.5;0.251858298193966
45;1022;0.25190033869906847
46;1022.5;0.2519472778094918
47;1023;0.25199777507322363
48;1023.5;0.25205081276466956
49;1024;0.252105373154235
50;1024.5;0.25216043851832504
51;1025;0.25221499112734536
52;1025.5;0.2522680132567013
53;1026;0.25231848717779803
54;1026.5;0.2523654010167886
55;1027;0.25240947303035766
56;1027.5;0.25245195385029057
57;1028;0.2524930583199311
58;1028.5;0.25253298235862304
59;1029;0.2525719218867101
60;1029.5;0.25261007282353615
61;1030;0.2526476310904447
62;1030.5;0.2526847926067796
63;1031;0.2527217532928846
64;1031.5;0.2527587029038158
65;1032;0.2527957747062267
66;1032.5;0.2528336640704885
67;1033;0.2528723247752144
68;1033.5;0.2529116358450171
69;1034;0.25295147630350967
70;1034.5;0.252991725173305
71;1035;0.2530322614770162
72;1035.5;0.253072964239256
73;1036;0.2531137124836375
74;1036.5;0.2531544666145177
75;1037;0.25319768286462085
76;1037.5;0.25324527413116754
77;1038;0.2532960163716188
78;1038.5;0.25334853511043576
79;1039;0.25340145587207935
80;1039.5;0.25345340418001067
81;1040;0.2535030055586908
82;1040.5;0.25354888553258087
83;1041;0.25358966962514184
84;1041.5;0.25362401651506133
85;1042;0.25365153546161284
86;1042.5;0.25367312755682414
87;1043;0.25369058461267413
88;1043.5;0.253705730503142
89;1044;0.25372038910020656
90;1044.5;0.2537363842768471
91;1045;0.25375553990504224
92;1045.5;0.2537796798587713
93;1046;0.25381062801001314
94;1046.5;0.2538510313262402
95;1047;0.25391026218138396
96;1047.5;0.2539863659867315
97;1048;0.25407456645669607
98;1048.5;0.2541701087726908
99;1049;0.254268238117129
100;1049.5;0.25436419967042384
101;1050;0.2544532386159885
102;1050.5;0.25453060013523615
103;1051;0.25459152940858
104;1051.5;0.254632892640139
105;1052;0.25466604126254755
